status,title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,,,job level,
NEW,Sr. Data Specialist,"Contact Government Services, LLC","Winston-Salem, NC",10/9/2024,Perform special format data conversions and file manipulation requests. Perform special format data conversions and file manipulation requests. Clearly and accurately discusses data inconsistencies…,"Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=359da72fe1ff04c5,IndeedScraperUSAEng_359da72fe1ff04c5,IndeedScraperUSAEng,Data,USA_ENGLISH,$78624 - $113568 yearly,TEMPORARILY_REMOTE, NC,NC,Winston-Salem,,,Senior-Level,
NEW,Registration & Data Entry Coordinator,Dolores Street Community Services,"San Francisco, CA 94110",11/7/2024,"Assist in data analysis for program evaluations, supporting the team with actionable insights derived from data. Run data audits to identify and correct any discrepancies, maintaining the integrity of…","Job types: Full-time
Benefits: Commuter assistance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Vision insurance, 401(k) matching, Life insurance, Paid sick time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=5fe97a8cbad05681,IndeedScraperUSAEng_5fe97a8cbad05681,IndeedScraperUSAEng,Data,USA_ENGLISH,$25 - $28 hourly,UNKNOWN, CA 94110,CA,San Francisco,,,Entry-Level,
NEW,"Business Analyst (Sr. Analyst, Process Innovation)","Woongjin, Inc","Ridgefield Park, NJ",10/31/2024,"Experience with analyzing large sets of data, including master data management. Manage company-wide data systems, supporting data governance for the business. For More Open Positions Visit us at:","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=588149fcdeafdd01,IndeedScraperUSAEng_588149fcdeafdd01,IndeedScraperUSAEng,Data,USA_ENGLISH,$70000 - $85000 yearly,UNKNOWN, NJ,NJ,Ridgefield Park,,,Senior-Level,**
NEW,Sr. Data Engineer,New York Technology Partners,"Philadelphia, PA 19104",11/14/2024,"Design and develop conceptual, logical, and physical data models for data sets across a variety of financial data sets. Design and implement ETL processes to integrate data from various sources into…","Job types: Contract
Shifts: 8 hour shift, Day shift
Job types cc: Contract
Schedules: 8 hour shift, Day shift",https://www.indeed.com/m/viewjob?jk=06eb1f9e47e125fd,IndeedScraperUSAEng_06eb1f9e47e125fd,IndeedScraperUSAEng,Data,USA_ENGLISH,$80 - $85 hourly,UNKNOWN, PA 19104,PA,Philadelphia,,,Senior-Level,*
NEW,Data Scientist,Peoplevisor LLC,"Irving, TX 75039",10/5/2024,Develop custom data models and algorithms to apply to data sets. Assess the effectiveness and accuracy of new data sources and data gathering techniques.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9e54bf71e82aa2ff,IndeedScraperUSAEng_9e54bf71e82aa2ff,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75039,TX,Irving,,,Mid-Level,
NEW,Data Entry/Admin,Hide and Seek Recovery,"Plano, TX 75075",10/10/2024,Previous data entry and experience in agile working environment needed. Asset recovery agency seek entry-level data entry clerk in the key department. High School Diploma or Equivalent Required.,"Job types: Full-time
Benefits: Health insurance, Paid time off
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=677f3463679feea5,IndeedScraperUSAEng_677f3463679feea5,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75075,TX,Plano,,,Entry-Level,
NEW,"Staff, Data Scientist | Transportation AI | Sunnyvale",Walmart,"Sunnyvale, CA 94086",11/15/2024,"Mentor and guide other data scientists in the team. Experience with large-scale data systems (Spark/Hive) and cloud computing (GCP/Azure). As a science tech lead, you will drive innovation, cost…","Remote: Hybrid work
Benefits: Paid jury duty, Paid parental leave, Employee stock purchase plan, Disability insurance, Health insurance, Dental insurance, 401(k), Military leave, Paid time off, Family leave, Parental leave, Vision insurance, 401(k) matching, Life insurance, Paid sick time",https://www.indeed.com/m/viewjob?jk=0d706c4a9497c403,IndeedScraperUSAEng_0d706c4a9497c403,IndeedScraperUSAEng,Data,USA_ENGLISH,$143000 - $286000 yearly,TEMPORARILY_REMOTE, CA 94086,CA,Sunnyvale,,,Mid-Level,
NEW,"Database (programming) Analyst (Associate), Clinical Data Management",Pfizer,"New York, NY",11/5/2024,"You will be relied on for data management plans including data preparation and validation activities, among others. Works closely with department roles and cross-functional study team members to…","Job types: Full-time
Benefits: Paid holidays, Relocation assistance, Health insurance, Dental insurance, Parental leave, Vision insurance, 401(k) matching
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=1ad1e0fe51aafa91,IndeedScraperUSAEng_1ad1e0fe51aafa91,IndeedScraperUSAEng,Data,USA_ENGLISH,$64600 - $107600 yearly,UNKNOWN, NY,NY,New York,,,Entry-Level,
NEW,Data Scientist,V15P1TALONNN,"San Jose, CA 95138",10/13/2024,Extending company’s data with third party sources of information when needed. Enhancing data collection procedures to include information that is relevant for building analytic systems.,,https://www.indeed.com/m/viewjob?jk=d0605f8c5c202a13,IndeedScraperUSAEng_d0605f8c5c202a13,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 95138,CA,San Jose,,,Entry-Level,
NEW,Entry level Business Analyst,Logos Infotech Inc,"San Francisco, CA",10/5/2024,As a Business Analyst in IT Gathering Business Requirements from the client/Customer Interact with clients to understand and capture their functional and technical requirements.,,https://www.indeed.com/m/viewjob?jk=7250cc02d31b1599,IndeedScraperUSAEng_7250cc02d31b1599,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,,,Entry-Level,
NEW,Medallia Configuration Analyst,Deloitte,"Dallas, TX",11/22/2024,"Conduct quality assurance checks to ensure the accuracy and reliability of customer feedback data, identifying and resolving any data-related issues and configuration-related issues.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=304310ff76cb89b6,IndeedScraperUSAEng_304310ff76cb89b6,IndeedScraperUSAEng,Data,USA_ENGLISH,$86000 - $143000 yearly,UNKNOWN, TX,TX,Dallas,,,Mid-Level,
NEW,Enterprise Data Manager - Cloud Center of Excellence,Truist Bank,"Dallas, TX 75243",10/31/2024,"Functional and technical knowledge of data, Analytics and Client data capabilities. If you have a disability and need assistance with the application, you can request a reasonable accommodation.","Job types: Full-time
Benefits: AD&D insurance, Paid holidays, Dental insurance, 401(k), RSU, Vision insurance, Life insurance
Job types cc: Full-time
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=72a44c0bc4f3a9bc,IndeedScraperUSAEng_72a44c0bc4f3a9bc,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75243,TX,Dallas,,,Mid-Level,
NEW,Staff/Senior Staff Scientist - Marketplace (Experimentation/Causal Inference),Uber,"San Francisco, CA",10/31/2024,"Scientists at Uber use data to improve and automate all aspects of Uber's products. Lead solutions to some of our most challenging business, product, and strategy problems.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=74eaf773452d8e0a,IndeedScraperUSAEng_74eaf773452d8e0a,IndeedScraperUSAEng,Data,USA_ENGLISH,$239000 - $265500 yearly,UNKNOWN, CA,CA,San Francisco,,,Mid-Level,
NEW,"Tech Lead Manager, Human Data",OpenAI,"San Francisco, CA",10/8/2024,"About the Team OpenAI's Human Data Team creates custom data solutions driving groundbreaking research. Our work enhances and evaluates our flagship models and product like ChatGPT, GPT-4o, and Sora…","Remote: Hybrid work
Benefits: Relocation assistance",https://www.indeed.com/m/viewjob?jk=2ec2922ea7280923,IndeedScraperUSAEng_2ec2922ea7280923,IndeedScraperUSAEng,Data,USA_ENGLISH,$310000 - $465000 yearly,TEMPORARILY_REMOTE, CA,CA,San Francisco,,,Mid-Level,
NEW,Data Coordinator,University of North Carolina at Chapel Hill,"Chapel Hill, NC 27599",10/29/2024,"This position is responsible for developing tools to gather required data and to facilitate compliant conduct of clinical research, work with biostatisticians to ensure data quality, and prepare…","Job types: Full-time
Benefits: Health insurance, Retirement plan
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=e1568b3ea2ddcfe0,IndeedScraperUSAEng_e1568b3ea2ddcfe0,IndeedScraperUSAEng,Data,USA_ENGLISH,$50000 - $65000 yearly,UNKNOWN, NC 27599,NC,Chapel Hill,,,Entry-Level,
NEW,Data Collector,SAS Retail Services,"Santa Rosa, CA 95409",11/1/2024,"We display it, we move it, we track it; making sure stores and their product suppliers have the best opportunities for optimal sales. With thorough training on plan-o-gram interpretation, our…","Job types: Part-time
Benefits: Health insurance, Dental insurance, Vision insurance, Life insurance
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=acb9d5ed39e715a9,IndeedScraperUSAEng_acb9d5ed39e715a9,IndeedScraperUSAEng,Data,USA_ENGLISH,$20 - $20 hourly,UNKNOWN, CA 95409,CA,Santa Rosa,,,Entry-Level,
NEW,"IT Data Lead Analyst, VP",Citi,"Irving, TX",11/22/2024,"To fulfill all the required documentation/processes in support of the data flow within specific domain/portfolio including but not limited to data lineage, data quality, technical metadata, business…","Job types: Full-time
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a88319248f0cbc5e,IndeedScraperUSAEng_a88319248f0cbc5e,IndeedScraperUSAEng,Data,USA_ENGLISH,$114720 - $172080 yearly,UNKNOWN, TX,TX,Irving,,,Mid-Level,
NEW,Sr. Data Scientist,ADP,"Parsippany-Troy Hills, NJ 07054",11/5/2024,"Strong understanding of statistical methods and data modeling techniques. Experience with data visualization tools (e.g., Tableau, PowerBI). You’ll lead the design and implementation of data-driven…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=5620d86799db4c03,IndeedScraperUSAEng_5620d86799db4c03,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ 07054,NJ,Parsippany-Troy Hills,,,Senior-Level,
NEW,Marketing Data Analyst,Zones LLC.,"Dallas, TX",11/9/2024,"Familiarity with data governance best practices and knowledge of data privacy regulations. Ensure team compliance with data governance efforts and data privacy regulations (e.g., GDPR, CCPA).","Job types: Full-time
Remote: Remote
Benefits: Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=9772780f0a8e1077,IndeedScraperUSAEng_9772780f0a8e1077,IndeedScraperUSAEng,Data,USA_ENGLISH,$65000 - $85000 yearly,FULLY_REMOTE, TX,TX,Dallas,,,Mid-Level,
NEW,Data Abstractor,Columbia University,"New York, NY",10/3/2024,"2 years plus related nursing data management preferred. The Data Abstractor will be responsible for data abstraction and data entry and concurrent/retrospective data review for the ACC, STS, TVT and…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=77f854bf917772a3,IndeedScraperUSAEng_77f854bf917772a3,IndeedScraperUSAEng,Data,USA_ENGLISH,$70500 - $78600 yearly,UNKNOWN, NY,NY,New York,,,Entry-Level,
NEW,Senior AI Data Engineer,Acubed,"Sunnyvale, CA",11/8/2024,"Contribute to data mining/active learning, metrics, visualization, and validation to improve, evaluate data pipelines. Experience in data auto labeling and active learning pipelines for production.","Benefits: Health insurance, 401(k)",https://www.indeed.com/m/viewjob?jk=44ff00539e3addd3,IndeedScraperUSAEng_44ff00539e3addd3,IndeedScraperUSAEng,Data,USA_ENGLISH,$156000 - $195000 yearly,UNKNOWN, CA,CA,Sunnyvale,,,Senior-Level,*
NEW,Data Center Technician L1,"NTT Global Data Centers Americas, Inc.","Garland, TX 75044",10/22/2024,"The Data Center Technician provides a working level of data center knowledge and is responsible for the operational integrity and regulatory compliance of the data center electrical, mechanical, and…","Job types: Full-time
Benefits: Disability insurance, Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance
Job types cc: Full-time
Schedules: Weekends as needed, Nights as needed",https://www.indeed.com/m/viewjob?jk=e618a6d84bc89348,IndeedScraperUSAEng_e618a6d84bc89348,IndeedScraperUSAEng,Data,USA_ENGLISH,$27.8 - $41.6 hourly,UNKNOWN, TX 75044,TX,Garland,,,Entry-Level,
NEW,Database Analyst,TechTu,"Pleasanton, CA 94588",10/15/2024,Responsible for Design Specification for PeopleSoft HCM (Human Capital Management) application development and implementation in accordance with the Detail Technical Design (DTD) specifications.,,https://www.indeed.com/m/viewjob?jk=6230e72223011153,IndeedScraperUSAEng_6230e72223011153,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 94588,CA,Pleasanton,,,Entry-Level,
NEW,IT Business Analyst,NYC Health + Hospitals,"New York, NY",10/9/2024,Analyze data to inform business decisions. We are looking for a professional with experience in healthcare business systems and analysis. The successful applicant will serve as the liaison between the…,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c5de259e354cc65a,IndeedScraperUSAEng_c5de259e354cc65a,IndeedScraperUSAEng,Data,USA_ENGLISH,$87570 - $87570 yearly,FULLY_REMOTE, NY,NY,New York,,,Entry-Level,
NEW,AI Math Analyst,Outlier,"Raleigh, NC",11/5/2024,Outlier helps the world’s most innovative companies improve their AI models by providing human feedback. Are you an experienced Math Expert who would like to lend your expertise to train AI models?…,"Job types: Contract
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=9198944a8dda896f,IndeedScraperUSAEng_9198944a8dda896f,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,UNKNOWN, NC,NC,Raleigh,,,Entry-Level,
NEW,Data Engineer,Accrete.AI,"New York, NY",10/9/2024,"Develop and maintain robust data models, schemas, and documentation for data warehouses and data lakes. Knowledge of data governance and best practices for data privacy and security.","Job types: Full-time
Benefits: Disability insurance, Health insurance, Unlimited paid time off, Dental insurance, 401(k), Happy hour, Vision insurance, Opportunities for advancement, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=d7a8888326a1cc6d,IndeedScraperUSAEng_d7a8888326a1cc6d,IndeedScraperUSAEng,Data,USA_ENGLISH,$120000 - $170000 yearly,UNKNOWN, NY,NY,New York,,,Entry-Level,
NEW,Business Analyst,Ample IT Services,"Irving, TX 75038",10/5/2024,"Bachelor’s degree in Comp Sci/Appl, Engg (any), Tech or rld & 4 yr of exp to Analytics –Implementing GA, Mixpanel and Tableau for user insights and revenue growth.",,https://www.indeed.com/m/viewjob?jk=d08db646bd0868e9,IndeedScraperUSAEng_d08db646bd0868e9,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75038,TX,Irving,,,Entry-Level,
NEW,Data Analyst/Power BI,The Center For Family Support INC,"New York, NY 10001",10/9/2024,Familiarity with data integration and ETL processes to connect Power BI to various data sources. Identify opportunities for process improvement and data optimization.,"Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2fb65626cf0d8919,IndeedScraperUSAEng_2fb65626cf0d8919,IndeedScraperUSAEng,Data,USA_ENGLISH,$70000 - $80000 yearly,UNKNOWN, NY 10001,NY,New York,,,Entry-Level,
NEW,"Language Engineer II, Amazon Search",Amazon.com Services LLC,"Palo Alto, CA",10/26/2024,"* Bachelor’s or Master’s Degree in Linguistics, Computational Linguistics, Natural Language Processing (NLP), or other related field. * Relevant work experience of 5+ years. * Proficient in Python. …","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=77fcd3e2cde5b47e,IndeedScraperUSAEng_77fcd3e2cde5b47e,IndeedScraperUSAEng,Data,USA_ENGLISH,$67700 - $151400 yearly,UNKNOWN, CA,CA,Palo Alto,,,Mid-Level,
NEW,Reference Data Specialist IV,JPMorganChase,"Brooklyn, NY 11245",10/31/2024,JOB DESCRIPTION Are you seeking to join a team where you can have the opportunity to thrive and grow? You have found the right team that gives opportunities to develop and grow in many facets…,"Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=66d988f6a8a4cb65,IndeedScraperUSAEng_66d988f6a8a4cb65,IndeedScraperUSAEng,Data,USA_ENGLISH,$28.28 - $37.5 hourly,UNKNOWN, NY 11245,NY,Brooklyn,,,Entry-Level,
NEW,Machine Learning Engineer,InstaDeep,"San Francisco, CA",10/5/2024,Right to work: Please note that you will require the legal right to work in the location you are applying for. Collaborate with the Research department to facilitate research that enables learning the…,"Job types: Full-time
Remote: Hybrid work
Benefits: Open paid time off, Disability insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching, Life insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=cc02d17b16e82613,IndeedScraperUSAEng_cc02d17b16e82613,IndeedScraperUSAEng,Data,USA_ENGLISH,$130000 - $160000 yearly,TEMPORARILY_REMOTE, CA,CA,San Francisco,,,Mid-Level,
NEW,Big Data Engineer,BayOne,"Addison, TX",10/16/2024,"Demonstrated experience in analyzing and interpreting complex data to provide resolution for data-related issues. Experience working with security data logs and use cases such as account misuse, data…","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=e5d26029a78b743d,IndeedScraperUSAEng_e5d26029a78b743d,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Addison,,,Senior-Level,
NEW,"Sr. Full LIfe Cycle Recruiter - Science , Amazon Artificial General Intelligence (AGI) TA",Amazon.com Services LLC,"San Francisco, CA",10/31/2024,Bachelor's degree or equivalent post-secondary degree. 5+ years of corporate and or search firm progressive recruiting experience including sourcing and full life cycle recruiting.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=55270363b6da830b,IndeedScraperUSAEng_55270363b6da830b,IndeedScraperUSAEng,Data,USA_ENGLISH,$124100 - $205100 yearly,UNKNOWN, CA,CA,San Francisco,,,Senior-Level,*
NEW,2025 Advancing Hispanics & Latinos Fellowship Program - Data Science Track,JPMorganChase,"Plano, TX",11/21/2024,"Data Analysis: Learn how we use advanced data science methods to analyze and interpret complex data sets. The Advancing Hispanics and Latinos (AHL) Fellowship Program, offers a five-week paid, full…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=b671f286cd833bb1,IndeedScraperUSAEng_b671f286cd833bb1,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Plano,,,Entry-Level,
NEW,Business Analyst/UI/UX Analyst (W2 Only),CO,"South San Francisco, CA 94080",11/7/2024,"Sr. Business Systems Analyst - Payer Access Pull Through South San Francisco, CA 12 Months W2 Only Description: IT Category Sr. Business Systems Analyst - Payer Access Pull Through (US…","Job types: Contract
Shifts: 8 hour shift
Job types cc: Contract
Schedules: 8 hour shift, Monday to Friday",https://www.indeed.com/m/viewjob?jk=4a609c4abdd548a6,IndeedScraperUSAEng_4a609c4abdd548a6,IndeedScraperUSAEng,Data,USA_ENGLISH,$80 - $85 hourly,UNKNOWN, CA 94080,CA,South San Francisco,,,Mid-Level,
NEW,"Technology Insights Analyst, Accelerated Computing",NVIDIA,"Santa Clara, CA 95050",11/15/2024,"Passion for organizing data and structuring information in a clear, accessible format. Quickly grasp new concepts and analyze their relevance to existing data, integrating them into current knowledge…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=cad168562b7760b0,IndeedScraperUSAEng_cad168562b7760b0,IndeedScraperUSAEng,Data,USA_ENGLISH,$140000 - $218500 yearly,TEMPORARILY_REMOTE, CA 95050,CA,Santa Clara,,,Mid-Level,
NEW,"Senior Manager, Delivery Data Science & Analytics",Curinos,"New York, NY 10017",10/3/2024,You have managed teams of data scientists and analysts. You influence peers and senior executives in setting strategic goals based on your deep knowledge of data science and clients’ needs.,"Job types: Full-time
Benefits: Health insurance, Employee assistance program, Flexible schedule
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=32edf7ef69451849,IndeedScraperUSAEng_32edf7ef69451849,IndeedScraperUSAEng,Data,USA_ENGLISH,$140000 - $160000 yearly,UNKNOWN, NY 10017,NY,New York,,,Senior-Level,
NEW,"Mgr, Data Insights",Spectrum,"Stamford, CT 06902",10/3/2024,"Partner with Information Technology and Business Intelligence organizations to obtain new reference data sources. Technical skills: Demonstrated in-depth skills with SQL, Python/SAS programming, Excel…","Job types: Full-time
Benefits: Paid training, Opportunities for advancement
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=67f0096331f884df,IndeedScraperUSAEng_67f0096331f884df,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CT 06902,CT,Stamford,,,Mid-Level,
NEW,Principal Data Cloud Solution Engineer,Salesforce,"San Francisco, CA 94105",11/19/2024,"Leverage profound understanding of modern cloud data platforms and data analytics tools to drive Data Cloud ACV. Act as a trusted advisor with deep subject matter expertise in Data Cloud, the flagship…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=5122db543d4bfc49,IndeedScraperUSAEng_5122db543d4bfc49,IndeedScraperUSAEng,Data,USA_ENGLISH,$168397 - $220850 yearly,UNKNOWN, CA 94105,CA,San Francisco,,,Mid-Level,
NEW,Senior Business Analyst,Infosys,"Bridgewater, NJ",11/15/2024,"Strong quantitative and qualitative analytical skills with the ability to translate business data analysis into actionable tasks. A very strong command of data structures and algorithms, plus how the…",,https://www.indeed.com/m/viewjob?jk=f7abb23169f2b66c,IndeedScraperUSAEng_f7abb23169f2b66c,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ,NJ,Bridgewater,,,Senior-Level,*
NEW,SQL Developer with Data Migration Experience,Infosys,"Hartford, CT",10/19/2024,At least 2 years of Development experience on databases and data migration. Infosys is seeking SQL Developer with Data Migration Experience. This position will interface with key stakeholders and…,,https://www.indeed.com/m/viewjob?jk=b7598b50594ad810,IndeedScraperUSAEng_b7598b50594ad810,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CT,CT,Hartford,,,Entry-Level,
NEW,Assistant Project Manager - Data Center Service,Miller Electric Company,"Dallas, TX 75234",10/25/2024,"Experience with cross-discipline critical facility systems and data center operational experience. The Assistant Project Manager reports directly to the Project Manager, Senior Project Manager,…","Benefits: Profit sharing, AD&D insurance, Paid holidays, Disability insurance, Health insurance, Dental insurance, Flexible spending account, Tuition reimbursement, Life insurance, Prescription drug insurance",https://www.indeed.com/m/viewjob?jk=8dbeacb3761729e5,IndeedScraperUSAEng_8dbeacb3761729e5,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75234,TX,Dallas,,,Entry-Level,
NEW,Regional Safety Manager - Data Center,"Cupertino Electric, Inc.","San Jose, CA 95112",11/8/2024,"We provide a competitive compensation package that recognizes your experience, credentials, and education alongside a robust benefits program to meet your needs. Must be able to travel up to 50%.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=77cb77b7743bbc1e,IndeedScraperUSAEng_77cb77b7743bbc1e,IndeedScraperUSAEng,Data,USA_ENGLISH,$110000 - $130000 yearly,UNKNOWN, CA 95112,CA,San Jose,,,Mid-Level,
NEW,Date Scientist,IDEASVOICE,"San Francisco, CA",10/21/2024,"Experience visualizing data and reporting. Professional experience in machine learning techniques, data analytics, data mining, IR,. The ideal candidate understands human behavior and knows what to…",,https://www.indeed.com/m/viewjob?jk=5be5bee9dab21dcd,IndeedScraperUSAEng_5be5bee9dab21dcd,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Francisco,,,Entry-Level,
NEW,Senior Level Data Engineers,Intone Networks,"Malvern, PA",11/14/2024,"Collaborate with the Data Architect to implement data models and ensure data integrity. Senior Level Data Engineers Lead the development of data pipelines using AWS Glue and PySpark, transforming data…","Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=f002a5410545e927,IndeedScraperUSAEng_f002a5410545e927,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA,PA,Malvern,,,Senior-Level,
NEW,Time-Limited Environmental Program Consultant - Data Analysis (Flexible/Hybrid),North Carolina Dept of Environmental Quality,"Wake County, NC",11/14/2024,Create and manage spatial data (with focus on PFAS and emerging compound data). Ensure easy data access by internal and external users. Demonstrated experience reviewing and/or analyzing data sets.,"Job types: Full-time
Remote: Hybrid work
Benefits: Health insurance, Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=e445b828401ba1ba,IndeedScraperUSAEng_e445b828401ba1ba,IndeedScraperUSAEng,Data,USA_ENGLISH,$59752 - $104566 yearly,TEMPORARILY_REMOTE, NC,NC,Wake County,,,Entry-Level,
NEW,SETT Data Coordinator (Part Time),The Council on Addiction Prevention and Education of Dutchess County (CAPE),"Wappingers Falls, NY 12590",11/18/2024,"In this role, you will play a critical part in ensuring the accuracy and completeness of our data and will be responsible for analyzing and implementing data management processes.","Job types: Part-time
Benefits: Flexible schedule
Job types cc: Part-time",https://www.indeed.com/m/viewjob?jk=a321141627f89020,IndeedScraperUSAEng_a321141627f89020,IndeedScraperUSAEng,Data,USA_ENGLISH,$27.99 - $28 hourly,UNKNOWN, NY 12590,NY,Wappingers Falls,,,Entry-Level,
NEW,FIM (Foundational Infrastructure Modernization) Database Engineer 1,Stratford Solutions Inc.,"New York, NY",11/8/2024,"Pay Rate: $90 to $100 per hour. Install, configure, customize, create, implement, and support Oracle databases in Non-RAC and RAC environments, and software and related tools/products for the database…","Job types: Contract
Remote: Remote
Job types cc: Contract
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=74e46bee1bc76eb4,IndeedScraperUSAEng_74e46bee1bc76eb4,IndeedScraperUSAEng,Data,USA_ENGLISH,$90 - $100 hourly,FULLY_REMOTE, NY,NY,New York,,,Senior-Level,
NEW,ORACLE DATABASE ADMIN,Hudson Manpower,"Dallas, TX",10/8/2024,HUGE PLUS if they have hospital or healthcare company experience because they will be working with patient data and healthcare systems on ORACLE databases. EST or CST time zone only!,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=a3f9bff535608bd7,IndeedScraperUSAEng_a3f9bff535608bd7,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX,TX,Dallas,,,Entry-Level,
NEW,Junior Data Engineer,Forman Technology Group,"Arlington, TX 76001",11/9/2024,"The ideal candidate will be responsible for designing, developing and optimizing data pipelines, ensuring data quality, and supporting data-driven solutions. Bachelor’s degree in STEM fields.","Job types: Full-time
Shifts: 8 hour shift
Benefits: Stock options, Health insurance, Dental insurance, 401(k), RSU
Job types cc: Full-time
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=386e90b99c6ea2cf,IndeedScraperUSAEng_386e90b99c6ea2cf,IndeedScraperUSAEng,Data,USA_ENGLISH,$81696 - $95430 yearly,UNKNOWN, TX 76001,TX,Arlington,,,Entry-Level,
NEW,Database Coordinator,Mission Hospice and Home Care,"San Mateo, CA 94402",10/18/2024,"Enter and maintain data about donors, organizations, and contacts. We are seeking a Fundraising Database Coordinator who will be primarily responsible for assisting in the entry of donor, gift, event…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=f548afe316de0d11,IndeedScraperUSAEng_f548afe316de0d11,IndeedScraperUSAEng,Data,USA_ENGLISH,$23 - $27 hourly,UNKNOWN, CA 94402,CA,San Mateo,,,Entry-Level,
